battery_power,m_dep,mobile_wt,px_height,px_width,ram,sc_h,sc_w,talk_time,bluetooth,gen,cores,speed,sim,f_camera,camera,memory,screen,wifi,price,resolution,DPI_w,call_ratio,cores_ord,speed_ord,sim_ord,wifi_ord,bluetooth_bin,screen_bin
1126,0.4,160,1223,1611,2050,7,6,12,Yes,4,hexa,high,Single,2.0,3.0,10.46,Touch,g,1054.12,557.24,681.99,93.83,6,3,0,4,1,1
1572,0.2,157,1109,1937,2462,12,8,10,No,4,hepta,low,Single,,8.0,58.87,LCD,none,956.21,393.09,615.0,157.2,7,1,0,1,0,0
1569,0.3,110,45,1942,1260,9,2,17,No,3,quad,high,Dual,17.0,20.0,44.55,LCD,none,736.97,535.17,2466.34,92.29,4,3,1,1,0,0
1270,0.5,101,299,845,3770,5,3,13,Yes,4,hepta,low,Dual,2.0,6.0,32.48,Touch,none,1315.62,390.45,715.43,97.69,7,1,1,1,1,1
1854,0.1,101,506,627,1886,17,4,20,No,4,penta,high,Single,2.0,5.0,8.94,Touch,none,1100.11,117.18,398.15,92.7,5,3,0,1,0,1
625,0.2,183,635,842,3323,9,1,7,Yes,4,quad,medium,Dual,5.0,8.0,10.37,Touch,n,894.4,295.81,2138.68,89.29,4,2,1,5,1,1
1577,0.3,197,1045,1737,2060,19,6,12,No,4,penta,low,Dual,,4.0,42.52,LCD,none,904.76,258.41,735.33,131.42,5,1,1,1,0,0
534,1.0,189,393,1199,3926,16,12,20,No,4,penta,low,Dual,,1.0,16.67,LCD,none,1167.1,160.24,253.79,26.7,5,1,1,1,0,0
946,0.8,143,650,1740,2177,7,5,13,No,4,hexa,medium,Dual,8.0,15.0,25.46,Touch,b,817.24,548.45,883.92,72.77,6,2,1,2,0,1
685,0.8,93,433,648,728,14,8,4,No,2,hepta,low,Single,2.0,10.0,29.35,LCD,b,450.72,122.77,205.74,171.25,7,1,0,2,0,0
1949,0.1,101,839,1136,2478,14,8,20,No,3,penta,medium,Dual,,1.0,23.81,LCD,none,922.71,222.46,360.68,97.45,5,2,1,1,0,0
947,0.1,197,1176,1220,2842,16,12,2,No,4,dual,low,Dual,,13.0,23.01,LCD,none,753.34,215.2,258.23,473.5,2,1,1,1,0,0
801,0.4,165,650,879,1617,17,4,19,Yes,2,hepta,medium,Dual,2.0,4.0,63.45,LCD,a,600.35,159.0,558.17,42.16,7,2,1,3,1,0
703,0.3,113,218,1065,1472,14,7,7,Yes,4,single,high,Single,12.0,20.0,30.58,LCD,none,590.45,176.41,386.44,100.43,1,3,0,1,1,0
1165,0.2,178,564,831,764,19,12,15,Yes,3,hexa,high,Single,11.0,12.0,41.55,LCD,none,548.61,113.52,175.9,77.67,6,3,0,1,1,0
1082,0.1,198,986,1191,2337,6,1,17,No,2,octa,low,Single,,5.0,38.66,Touch,b,632.06,645.64,3025.14,63.65,8,1,0,2,0,1
959,1.0,84,561,1631,3965,16,1,6,Yes,3,quad,high,Dual,15.0,19.0,20.51,LCD,none,1044.24,273.28,4142.74,159.83,4,3,1,1,1,0
1502,0.2,138,65,588,3693,17,14,16,Yes,3,penta,medium,Single,,12.0,54.55,Touch,none,1014.68,68.23,106.68,93.88,5,2,0,1,1,1
1380,0.8,92,420,500,797,13,2,15,Yes,4,triple,medium,Dual,1.0,13.0,4.27,Touch,none,817.57,126.1,635.0,92.0,3,2,1,1,1,1
1266,0.1,95,1365,1698,1687,11,0,18,No,4,hexa,low,Single,,9.0,5.31,LCD,none,968.23,503.07,0.0,70.33,6,1,0,1,0,0
1934,0.1,103,619,1299,2940,13,9,2,Yes,4,single,high,Dual,,17.0,46.53,Touch,a,1234.38,231.16,366.61,967.0,1,3,1,3,1,1
1905,0.5,151,849,898,1545,9,5,10,Yes,4,single,low,Single,3.0,5.0,6.46,Touch,none,932.66,304.88,456.18,190.5,1,1,0,1,1,1
1831,0.9,150,611,1381,3834,17,7,13,No,3,penta,medium,Dual,2.0,5.0,43.59,Touch,g,1363.66,208.64,501.11,140.85,5,2,1,4,0,1
596,0.6,165,953,984,2505,15,4,15,No,3,single,medium,Single,8.0,18.0,46.36,Touch,none,877.36,224.13,624.84,39.73,1,2,0,1,0,1
1562,0.2,190,642,1533,2243,12,10,6,Yes,4,penta,medium,Dual,1.0,15.0,7.78,LCD,none,788.25,270.25,389.38,260.33,5,2,1,1,1,0
1490,0.3,150,1417,1464,3600,17,9,7,Yes,4,octa,low,Dual,4.0,8.0,64.69,Touch,a,1452.75,269.04,413.17,212.86,8,1,1,3,1,1
1523,0.2,117,247,539,3971,18,12,10,Yes,4,dual,high,Single,5.0,6.0,57.25,Touch,g,1153.33,69.61,114.09,152.3,2,3,0,4,1,1
640,0.1,163,710,1179,2844,7,5,18,No,3,quad,low,Single,,15.0,20.46,Touch,none,848.17,406.37,598.93,35.56,4,1,0,1,0,1
1526,0.2,117,718,751,2227,18,10,3,No,4,hepta,medium,Single,1.0,8.0,23.66,Touch,none,1168.7,128.16,190.75,508.67,7,2,0,1,0,1
1989,0.8,94,1100,1497,1665,17,9,12,No,4,triple,high,Dual,,13.0,41.47,Touch,n,990.87,245.3,422.49,165.75,3,3,1,5,0,1
1308,0.7,106,59,1215,3355,15,2,4,No,4,triple,medium,Single,,7.0,61.32,LCD,n,789.23,204.18,1543.05,327.0,3,2,0,5,0,0
609,0.3,93,938,1948,1866,11,10,14,No,3,quad,low,Single,3.0,4.0,26.15,Touch,a,665.39,369.41,494.79,43.5,4,1,0,3,0,1
1905,0.4,119,825,1542,1287,13,4,16,No,4,triple,low,Dual,9.0,20.0,36.55,LCD,none,952.12,326.58,979.17,119.06,3,1,1,1,0,0
1703,0.6,192,286,1235,1046,5,4,13,Yes,4,single,low,Single,,,22.48,LCD,g,883.01,502.87,784.23,131.0,1,1,0,4,1,0
1445,0.4,173,1273,1345,1441,7,4,13,Yes,4,hepta,high,Dual,7.0,15.0,19.92,Touch,b,1023.47,583.44,854.08,111.15,7,3,1,2,1,1
1087,0.3,166,295,589,690,14,6,6,No,4,triple,medium,Single,,9.0,16.66,LCD,g,736.9,109.85,249.34,181.17,3,2,0,4,0,0
671,0.7,105,852,1182,2504,6,4,15,No,3,hepta,low,Dual,10.0,17.0,30.81,LCD,none,867.74,513.23,750.57,44.73,7,1,1,1,0,0
1472,0.1,168,710,1052,2677,19,15,8,Yes,3,hexa,high,Single,6.0,19.0,61.2,LCD,none,1008.63,133.17,178.14,184.0,6,3,0,1,1,0
765,0.3,115,1277,1429,2243,11,7,4,No,4,octa,low,Dual,,1.0,47.48,LCD,g,729.56,373.34,518.52,191.25,8,1,1,4,0,0
1642,0.3,171,129,873,2984,13,4,17,No,4,hexa,low,Dual,16.0,17.0,8.64,LCD,g,942.77,164.8,554.36,96.59,6,1,1,4,0,0
1265,0.7,182,690,836,1362,5,0,12,No,2,penta,medium,Single,7.0,16.0,49.47,LCD,b,431.8,550.66,0.0,105.42,5,2,0,2,0,0
664,0.1,110,701,1478,3629,19,15,6,Yes,4,hepta,medium,Dual,1.0,4.0,51.74,Touch,a,1163.48,171.64,250.27,110.67,7,2,1,3,1,1
1277,0.4,142,309,1460,3559,18,17,6,Yes,4,hexa,low,Dual,,6.0,35.27,Touch,none,1112.27,153.1,218.14,212.83,6,1,1,1,1,1
1395,0.1,111,213,705,2571,11,0,13,No,3,triple,medium,Dual,,1.0,23.36,LCD,b,1045.32,170.06,0.0,107.31,3,2,1,2,0,0
1539,0.1,159,1112,1666,2107,15,9,10,Yes,3,octa,high,Single,,,41.32,LCD,n,734.57,290.84,470.18,153.9,8,3,0,5,1,0
1049,0.5,135,199,1077,1022,11,3,13,Yes,2,penta,medium,Single,9.0,17.0,64.03,LCD,none,558.07,243.99,911.86,80.69,5,2,0,1,1,0
1827,0.5,128,55,1020,2844,14,9,10,No,4,penta,medium,Single,4.0,16.0,40.02,Touch,none,893.97,155.89,287.87,182.7,5,2,0,1,0,1
903,0.4,91,1230,1235,711,9,5,10,No,4,single,medium,Dual,,,50.53,Touch,none,802.07,430.01,627.38,90.3,1,2,1,1,0,1
1987,1.0,181,1052,1516,3117,18,5,8,Yes,4,triple,low,Single,3.0,7.0,53.21,Touch,g,1224.25,250.89,770.13,248.38,3,1,0,4,1,1
1154,0.2,181,541,1499,978,5,3,7,No,4,octa,medium,Dual,,2.0,49.54,LCD,b,848.49,694.2,1269.15,164.86,8,2,1,2,0,0
1336,0.2,194,55,583,1869,13,1,16,No,4,penta,low,Single,5.0,9.0,17.71,Touch,a,877.52,114.08,1480.82,83.5,5,1,0,3,0,1
1886,0.4,112,809,1958,1179,16,7,20,No,4,triple,low,Single,,1.0,24.71,LCD,a,727.25,308.12,710.47,94.3,3,1,0,3,0,0
1551,0.1,88,1738,1995,3844,11,8,4,No,2,penta,medium,Single,4.0,6.0,51.49,Touch,none,1392.7,494.1,633.41,387.75,5,2,0,1,0,1
850,0.5,133,404,642,593,19,17,10,Yes,4,penta,medium,Dual,6.0,19.0,29.65,LCD,a,572.82,75.57,95.92,85.0,5,2,1,3,1,0
660,0.5,111,262,1178,588,6,5,18,No,4,dual,low,Single,5.0,10.0,40.5,Touch,b,793.31,392.46,598.42,36.67,2,1,0,2,0,1
1225,0.5,116,759,1404,3836,12,11,11,Yes,2,quad,medium,Dual,8.0,12.0,13.25,LCD,none,779.12,249.03,324.2,111.36,4,2,1,1,1,0
1452,0.9,123,42,1040,2669,12,10,13,Yes,4,hexa,low,Dual,1.0,11.0,25.81,LCD,none,880.85,169.25,264.16,111.69,6,1,1,1,1,0
1686,0.1,166,397,1453,2958,14,11,2,Yes,2,quad,high,Dual,3.0,4.0,38.42,LCD,none,721.95,214.88,335.51,843.0,4,3,1,1,1,0
1634,0.2,200,964,1677,3031,11,6,6,Yes,4,dual,medium,Single,1.0,5.0,18.0,Touch,a,1027.44,392.12,709.93,272.33,2,2,0,3,1,1
1708,0.1,109,233,517,3388,6,4,16,Yes,4,single,high,Dual,18.0,19.0,48.95,Touch,g,1130.99,199.74,328.3,106.75,1,3,1,4,1,1
1151,0.6,128,1022,1560,2377,18,8,13,Yes,2,octa,high,Dual,,1.0,31.07,Touch,none,672.13,240.48,495.3,88.54,8,3,1,1,1,1
1578,0.1,138,411,1226,2458,19,16,3,No,4,quad,medium,Dual,2.0,19.0,37.54,LCD,a,932.55,132.22,194.63,526.0,4,2,1,3,0,0
1689,0.3,127,954,1200,2766,7,2,7,No,2,triple,medium,Single,17.0,18.0,24.32,Touch,b,690.48,534.86,1524.0,241.29,3,2,0,2,0,1
1488,0.8,112,1528,1647,3054,14,10,19,No,2,penta,low,Single,1.0,6.0,39.45,LCD,none,920.11,331.68,418.34,78.32,5,1,0,1,0,0
1313,0.4,105,416,1308,3791,11,10,6,Yes,2,single,medium,Dual,4.0,6.0,9.63,Touch,g,1005.99,234.51,332.23,218.83,1,2,1,4,1,1
1715,0.5,83,638,1615,625,17,6,13,No,4,octa,medium,Dual,4.0,17.0,31.04,LCD,none,909.68,244.66,683.68,131.92,8,2,1,1,0,0
1442,0.1,192,231,687,2227,6,5,20,No,3,triple,medium,Dual,,19.0,26.88,Touch,none,849.08,235.71,349.0,72.1,3,2,1,1,0,1
528,0.8,142,574,637,3256,9,8,6,No,4,dual,medium,Single,12.0,15.0,6.5,Touch,none,1047.64,180.87,202.25,88.0,2,2,0,1,0,1
1523,0.1,129,148,1606,707,19,8,19,Yes,4,single,medium,Single,6.0,8.0,11.33,Touch,none,762.66,198.71,509.91,80.16,1,2,0,1,1,1
1133,0.1,199,730,1543,1457,18,12,20,No,3,penta,medium,Single,3.0,12.0,42.23,LCD,b,702.26,200.42,326.6,56.65,5,2,0,2,0,0
1718,0.1,183,564,980,3755,7,1,8,Yes,4,penta,high,Dual,14.0,16.0,6.2,Touch,g,1400.92,406.16,2489.2,214.75,5,3,1,4,1,1
1330,1.0,183,1290,1441,1733,9,0,11,No,3,hepta,low,Single,,1.0,38.07,LCD,b,695.46,545.83,0.0,120.91,7,1,0,2,0,0
1799,0.4,107,632,1383,720,12,2,11,Yes,3,quad,low,Single,,2.0,48.97,Touch,g,768.5,317.47,1756.41,163.55,4,1,0,4,1,1
633,0.1,139,529,1009,3560,11,1,16,Yes,4,octa,medium,Single,,1.0,49.27,Touch,n,1128.87,261.99,2562.86,39.56,8,2,0,5,1,1
724,0.5,187,1273,1754,2311,7,6,7,No,3,hepta,high,Dual,,,44.35,LCD,none,731.6,597.09,742.53,103.43,7,3,1,1,0,0
822,0.3,157,667,860,3846,10,1,3,Yes,4,hexa,low,Single,,20.0,51.42,LCD,none,995.33,275.07,2184.4,274.0,6,1,0,1,1,0
1918,0.6,110,1170,1543,1717,7,1,16,No,3,penta,medium,Single,2.0,10.0,10.42,Touch,b,736.85,695.58,3919.22,119.88,5,2,0,2,0,1
1891,0.4,129,169,1108,3704,8,6,11,No,4,hepta,high,Single,7.0,14.0,37.53,LCD,none,1265.47,284.69,469.05,171.91,7,3,0,1,0,0
1373,0.2,127,105,673,3800,8,3,14,Yes,3,hepta,medium,Dual,2.0,12.0,50.27,LCD,none,724.21,202.49,569.81,98.07,7,2,1,1,1,0
862,0.4,165,793,1758,278,16,3,11,Yes,2,dual,low,Dual,3.0,15.0,23.41,LCD,b,434.73,300.92,1488.44,78.36,2,1,1,2,1,0
1273,0.4,99,490,886,1767,18,15,11,No,4,quad,medium,Single,3.0,15.0,48.66,Touch,none,1055.64,109.76,150.03,115.73,4,2,0,1,0,1
957,0.8,107,1201,1485,1846,12,5,7,Yes,3,penta,high,Single,4.0,10.0,7.99,LCD,a,826.14,373.16,754.38,136.71,5,3,0,3,1,0
1617,0.7,105,246,1038,829,9,0,10,Yes,4,dual,medium,Dual,3.0,4.0,30.26,LCD,none,598.77,301.06,0.0,161.7,2,2,1,1,1,0
893,0.6,183,417,946,2986,7,1,6,No,2,dual,high,Dual,,1.0,55.4,Touch,b,632.04,371.36,2402.84,148.83,2,3,1,2,0,1
1210,0.1,93,1177,1462,2394,17,9,7,No,2,penta,low,Single,,,63.29,LCD,none,795.92,247.84,412.61,172.86,5,1,0,1,0,0
708,1.0,195,78,654,2169,6,5,7,Yes,4,octa,high,Dual,,7.0,63.28,Touch,g,806.53,214.2,332.23,101.14,8,3,1,4,1,1
835,0.2,101,323,1604,1181,13,5,15,No,3,quad,medium,Dual,2.0,7.0,7.26,Touch,a,681.67,298.38,814.83,55.67,4,2,1,3,0,1
1450,0.6,131,707,1882,575,15,9,12,Yes,2,single,high,Dual,9.0,17.0,19.31,LCD,none,538.1,291.92,531.14,120.83,1,3,1,1,1,0
973,0.2,190,457,1816,2977,6,4,2,Yes,4,hepta,medium,Single,5.0,16.0,57.37,LCD,none,955.01,659.6,1153.16,486.5,7,2,0,1,1,0
601,0.1,154,356,765,532,12,8,10,Yes,4,quad,medium,Single,4.0,13.0,4.32,Touch,b,639.38,148.6,242.89,60.1,4,2,0,2,1,1
507,0.5,141,936,1398,1702,17,0,5,Yes,3,hepta,low,Dual,1.0,11.0,32.65,Touch,g,742.67,251.37,0.0,101.4,7,1,1,4,1,1
564,0.5,168,912,1980,1074,14,8,15,No,4,triple,medium,Dual,,1.0,52.03,Touch,none,838.39,343.39,628.65,37.6,3,2,1,1,0,1
1559,0.5,162,179,1559,3352,9,1,3,Yes,4,hexa,medium,Dual,6.0,17.0,6.33,Touch,b,1211.02,440.17,3959.86,519.67,6,2,1,2,1,1
754,0.7,178,1914,1928,1027,6,3,5,No,4,hepta,low,Dual,7.0,10.0,59.53,LCD,none,859.19,1028.66,1632.37,150.8,7,1,1,1,0,0
728,0.2,88,526,1529,2039,5,1,12,No,3,quad,high,Dual,,1.0,25.73,Touch,b,672.71,805.46,3883.66,60.67,4,3,1,2,0,1
1431,0.6,191,156,952,461,7,3,8,Yes,4,single,low,Single,,1.0,56.95,LCD,none,727.84,321.74,806.03,178.88,1,1,0,1,1,0
767,0.7,175,344,1517,527,10,0,15,No,2,quad,medium,Single,4.0,10.0,28.33,Touch,none,455.41,395.1,0.0,51.13,4,2,0,1,0,1
1722,0.8,177,865,1741,3271,14,0,15,No,3,dual,high,Single,8.0,16.0,18.73,LCD,n,903.04,352.71,0.0,114.8,2,3,0,5,0,0
1992,1.0,100,1552,1596,606,9,3,4,Yes,4,dual,medium,Single,5.0,15.0,57.14,Touch,a,806.91,596.04,1351.28,498.0,2,2,0,3,1,1
1876,0.3,86,546,1564,2513,10,8,16,No,4,hexa,low,Single,10.0,14.0,40.55,Touch,none,1132.49,328.56,496.57,117.25,6,1,0,1,0,1
1054,0.4,136,1097,1222,1675,18,4,14,No,4,hexa,medium,Dual,10.0,12.0,38.68,Touch,g,922.89,226.21,775.97,75.29,6,2,1,4,0,1
1283,0.9,93,372,692,2698,9,6,17,Yes,3,penta,medium,Dual,4.0,5.0,47.41,Touch,none,654.23,184.49,292.95,75.47,5,2,1,1,1,1
1281,0.3,148,1285,1617,1129,12,1,6,Yes,2,single,high,Dual,,6.0,28.26,Touch,none,609.84,435.67,4107.18,213.5,1,3,1,1,1,1
1066,0.9,114,1242,1571,468,19,13,6,No,4,hepta,low,Single,2.0,18.0,7.76,Touch,none,784.94,220.95,306.95,177.67,7,1,0,1,0,1
730,0.1,89,302,1247,1210,19,15,4,No,4,octa,medium,Dual,,2.0,4.53,Touch,n,767.03,134.63,211.16,182.5,8,2,1,5,0,1
1053,0.3,103,594,1767,3086,17,6,5,Yes,4,single,low,Dual,7.0,12.0,45.37,Touch,b,831.0,262.65,748.03,210.6,1,1,1,2,1,1
1611,0.6,98,303,714,1595,8,4,9,Yes,3,triple,low,Dual,11.0,14.0,3.15,LCD,n,767.24,220.26,453.39,179.0,3,1,1,5,1,0
793,0.9,133,1858,1935,2332,17,13,14,No,4,dual,medium,Dual,5.0,15.0,30.31,Touch,n,721.77,318.39,378.07,56.64,2,2,1,5,0,1
1220,0.5,125,403,1933,2589,19,11,15,No,3,quad,high,Single,3.0,8.0,62.44,Touch,a,907.12,228.44,446.35,81.33,4,3,0,3,0,1
1662,0.8,126,32,1509,3760,9,5,13,No,4,quad,low,Single,,13.0,61.71,Touch,n,741.84,372.36,766.57,127.85,4,1,0,5,0,1
1281,0.3,144,590,954,1851,8,2,9,Yes,4,quad,high,Dual,3.0,19.0,8.64,Touch,none,979.52,345.51,1211.58,142.33,4,3,1,1,1,1
538,0.8,177,235,662,417,8,4,9,No,4,hepta,low,Single,12.0,13.0,2.48,LCD,b,532.41,199.49,420.37,59.78,7,1,0,2,0,0
823,0.4,187,630,888,294,13,9,11,Yes,2,octa,low,Single,,4.0,39.4,LCD,b,400.86,174.91,250.61,74.82,8,1,0,2,1,0
1733,1.0,119,357,527,3576,17,16,9,Yes,4,hexa,high,Single,3.0,20.0,36.29,LCD,none,1019.05,69.26,83.66,192.56,6,3,0,1,1,0
1429,0.9,100,246,820,3945,11,7,18,No,4,triple,medium,Dual,,14.0,40.5,LCD,g,850.72,166.78,297.54,79.39,3,2,1,4,0,0
1839,0.5,200,475,1493,927,19,10,18,Yes,4,hepta,medium,Single,9.0,11.0,54.91,LCD,n,729.9,185.34,379.22,102.17,7,2,0,5,1,0
659,0.5,110,1054,1929,2044,15,5,2,No,4,triple,high,Single,6.0,7.0,6.6,LCD,n,903.62,353.12,979.93,329.5,3,3,0,5,0,0
1953,0.1,158,555,764,2334,11,5,4,Yes,3,octa,medium,Dual,7.0,9.0,56.97,LCD,none,954.92,198.51,388.11,488.25,8,2,1,1,1,0
1172,0.7,164,607,1092,1477,12,0,6,No,4,single,medium,Single,,3.0,26.83,LCD,none,875.99,264.45,0.0,195.33,1,2,0,1,0,0
612,0.3,102,1360,1891,3161,8,4,3,Yes,2,hepta,medium,Dual,6.0,7.0,16.71,LCD,none,990.48,661.47,1200.79,204.0,7,2,1,1,1,0
1563,0.2,170,142,1699,3660,7,5,5,No,4,octa,high,Single,,,24.41,Touch,none,1408.04,503.41,863.09,312.6,8,3,0,1,0,1
1191,0.8,84,681,683,1604,14,3,9,No,4,single,medium,Dual,16.0,20.0,26.32,LCD,a,994.16,171.1,578.27,132.33,1,2,1,3,0,0
615,0.6,163,104,1664,2211,7,4,18,Yes,2,hexa,low,Dual,,4.0,42.7,LCD,b,659.96,525.26,1056.64,34.17,6,1,1,2,1,0
1893,0.2,134,637,763,3822,14,3,18,Yes,2,dual,medium,Dual,8.0,11.0,63.7,Touch,a,1135.19,176.33,646.01,105.17,2,2,1,3,1,1
1563,0.1,151,410,572,3922,11,1,8,No,2,hepta,medium,Dual,10.0,13.0,16.52,LCD,a,861.82,161.84,1452.88,195.38,7,2,1,3,0,0
1995,0.8,139,1830,1963,1203,14,12,18,Yes,3,hexa,medium,Single,6.0,18.0,9.5,Touch,b,1271.96,369.68,415.5,110.83,6,2,0,2,1,1
1517,0.6,143,802,1489,2822,15,5,11,No,4,penta,low,Single,6.0,14.0,48.78,Touch,b,909.42,271.69,756.41,137.91,5,1,0,2,0,1
832,0.3,108,311,1294,447,15,13,12,No,4,penta,medium,Dual,1.0,5.0,34.49,Touch,none,591.38,170.3,252.83,69.33,5,2,1,1,0,1
1162,0.7,114,56,997,1652,5,0,20,No,4,hepta,medium,Single,,1.0,56.36,LCD,none,836.87,507.27,0.0,58.1,7,2,0,1,0,0
1595,0.3,121,344,655,3608,15,1,16,Yes,2,octa,high,Single,7.0,19.0,12.67,Touch,none,600.59,125.0,1663.7,99.69,8,3,0,1,1,1
1329,0.9,181,1053,1458,1228,8,6,6,Yes,3,hexa,medium,Single,1.0,2.0,52.44,LCD,b,626.67,456.82,617.22,221.5,6,2,0,2,1,0
928,0.7,80,221,1243,666,19,10,5,Yes,2,octa,low,Dual,11.0,13.0,56.27,Touch,none,386.61,149.35,315.72,185.6,8,1,1,1,1,1
1656,0.1,105,506,519,1499,12,8,19,Yes,4,hepta,low,Dual,8.0,17.0,38.14,LCD,n,789.73,127.66,164.78,87.16,7,1,1,5,1,0
1937,0.6,189,1728,1767,3321,5,4,14,Yes,3,single,medium,Single,17.0,19.0,58.74,Touch,none,1501.74,980.39,1122.05,138.36,1,2,0,1,1,1
977,0.6,181,63,566,1206,7,1,8,Yes,2,hexa,medium,Dual,2.0,7.0,57.44,Touch,b,432.82,204.57,1437.64,122.12,6,2,1,2,1,1
768,0.1,113,418,515,952,19,3,16,Yes,4,single,low,Single,16.0,20.0,56.17,LCD,b,663.4,87.59,436.03,48.0,1,1,0,2,1,0
1464,0.9,117,854,1168,3927,5,3,15,Yes,2,dual,low,Dual,11.0,14.0,12.48,Touch,g,965.6,630.28,988.91,97.6,2,1,1,4,1,1
1177,0.4,191,178,882,311,18,5,19,No,4,dual,low,Single,1.0,8.0,29.11,LCD,none,690.68,122.34,448.06,61.95,2,1,0,1,0,0
1348,0.3,98,1869,1942,955,18,11,7,No,3,triple,medium,Single,18.0,20.0,52.51,Touch,a,850.26,324.53,448.43,192.57,3,2,0,3,0,1
1956,0.5,87,185,776,1109,13,1,19,No,4,triple,medium,Single,,2.0,37.83,Touch,none,744.56,155.41,1971.04,102.95,3,2,0,1,0,1
1751,0.6,178,170,564,2969,8,6,17,No,2,hexa,low,Dual,6.0,20.0,8.26,LCD,a,1034.08,149.62,238.76,103.0,6,1,1,3,0,0
1530,0.8,177,454,1975,725,11,10,19,No,2,hexa,medium,Single,11.0,13.0,42.19,LCD,a,746.85,346.25,501.65,80.53,6,2,0,3,0,0
1997,0.5,185,866,1212,1655,7,6,15,Yes,3,quad,medium,Dual,1.0,8.0,40.35,LCD,none,1008.31,410.39,513.08,133.13,4,2,1,1,1,0
1414,0.5,180,44,1118,3490,16,12,13,Yes,2,dual,medium,Dual,5.0,6.0,44.78,Touch,none,627.71,142.1,236.64,108.77,2,2,1,1,1,1
1707,0.8,80,1331,1388,1774,12,0,10,No,2,hepta,medium,Single,,2.0,41.75,LCD,none,702.03,407.04,0.0,170.7,7,2,0,1,0,0
894,0.5,199,1285,1462,3615,13,0,6,No,4,triple,low,Dual,1.0,14.0,50.55,LCD,n,1183.6,380.31,0.0,149.0,3,1,1,5,0,0
645,0.7,184,741,1130,714,18,2,13,No,4,octa,medium,Single,6.0,17.0,41.13,Touch,none,661.58,189.52,1435.1,49.62,8,2,0,1,0,1
1163,0.6,155,520,754,2768,19,2,12,No,2,dual,high,Dual,,,49.41,LCD,b,605.39,121.77,957.58,96.92,2,3,1,2,0,0
1126,0.9,165,114,1726,3739,14,1,13,No,3,octa,low,Single,3.0,17.0,49.92,LCD,none,1169.53,313.03,4384.04,86.62,8,1,0,1,0,0
1648,0.8,170,1153,1876,610,8,1,6,No,4,quad,low,Single,6.0,9.0,64.89,Touch,none,815.12,693.73,4765.04,274.67,4,1,0,1,0,1
1170,0.4,199,474,709,715,18,5,20,Yes,4,dual,low,Single,6.0,13.0,14.41,LCD,b,718.15,115.96,360.17,58.5,2,1,0,2,1,0
508,0.3,94,39,557,663,13,12,7,No,4,single,low,Single,7.0,8.0,43.02,LCD,none,617.79,80.16,117.9,72.57,1,1,0,1,0,0
1097,0.2,161,419,1914,1725,14,5,9,No,3,triple,medium,Dual,6.0,8.0,64.69,LCD,b,728.77,334.77,972.31,121.89,3,2,1,2,0,0
728,0.6,101,584,775,834,16,0,5,No,4,dual,medium,Dual,,20.0,5.14,Touch,none,677.49,154.05,0.0,145.6,2,2,1,1,0,1
1980,0.8,177,312,1910,3865,12,10,18,No,4,single,low,Dual,2.0,13.0,29.16,LCD,none,1063.53,314.7,485.14,110.0,1,1,1,1,0,0
1504,0.9,182,19,1923,3059,6,5,10,No,2,single,high,Dual,1.0,2.0,64.92,Touch,none,782.12,625.42,976.88,150.4,1,3,1,1,0,1
1379,1.0,83,207,1370,651,9,6,7,Yes,4,single,medium,Dual,14.0,17.0,63.43,Touch,none,842.96,325.36,579.97,197.0,1,2,1,1,1,1
1698,0.9,160,363,994,796,13,3,14,No,4,hexa,medium,Single,5.0,20.0,18.01,LCD,g,846.12,201.46,841.59,121.29,6,2,0,4,0,0
920,0.4,115,209,1078,785,10,7,5,No,2,hepta,medium,Dual,5.0,14.0,25.61,Touch,b,430.37,228.49,391.16,184.0,7,2,1,2,0,1
1144,0.4,189,159,724,3252,16,0,8,Yes,2,single,medium,Dual,,11.0,21.25,LCD,none,733.82,117.67,0.0,143.0,1,2,1,1,1,0
1995,0.2,129,649,1104,1322,15,11,7,Yes,2,single,low,Single,6.0,15.0,26.32,Touch,a,677.65,174.87,254.92,285.0,1,1,0,3,1,1
1430,0.5,183,1132,1182,2832,7,1,15,No,2,single,low,Dual,1.0,16.0,27.12,Touch,n,789.68,587.89,3002.28,95.33,1,1,1,5,0,1
972,0.4,193,1392,1795,1615,11,6,13,Yes,2,penta,low,Dual,5.0,8.0,13.64,Touch,none,721.71,460.46,759.88,74.77,5,1,1,1,1,1
662,0.8,138,1001,1224,2125,17,15,15,No,2,single,low,Single,5.0,10.0,20.55,Touch,b,507.36,177.15,207.26,44.13,1,1,0,2,0,1
1867,0.1,191,712,1442,990,6,1,2,No,4,hexa,high,Single,,3.0,9.81,LCD,n,815.21,671.54,3662.68,933.5,6,3,0,5,0,0
1730,0.1,143,418,1023,1595,14,0,12,No,4,quad,medium,Dual,,10.0,20.49,Touch,none,1098.72,200.5,0.0,144.17,4,2,1,1,0,1
1723,0.6,126,384,1361,1213,5,0,16,Yes,4,triple,medium,Single,1.0,17.0,7.65,Touch,g,866.94,718.38,0.0,107.69,3,2,0,4,1,1
1882,0.2,140,119,652,2500,17,1,11,Yes,2,dual,medium,Dual,8.0,13.0,47.39,LCD,b,711.58,98.85,1656.08,171.09,2,2,1,2,1,0
803,0.3,106,627,935,2801,18,15,12,No,2,quad,low,Dual,,1.0,18.37,Touch,none,658.21,122.04,158.33,66.92,4,1,1,1,0,1
